drug 	 gene
DB09166	PTAFR
DB09167	HTR1A
DB09167	HTR2A
DB09167	HRH1
DB09167	CHRM1
DB09167	CHRM2
DB09167	CHRM3
DB09167	CHRM4
DB09167	CHRM5
DB09167	ADRA2A
DB09167	ADRA2B
DB09167	ADRA2C
DB09167	ADRA1A
DB09167	ADRA1B
DB09167	ADRA1D
DB09167	SLC6A2
DB09167	SLC6A4
DB09173	OPRM1
DB09173	OPRK1
DB09173	OPRD1
DB09183	NS5b
DB09185	SLC6A2
DB09185	HTR2B
DB09185	HTR2C
DB09185	ADRA1B
DB09185	ADRB2
DB09185	HRH1
DB09185	HRH2
DB09185	CHRM1
DB09185	CHRM2
DB09185	CHRM3
DB09185	CHRM4
DB09185	MAOA
DB09185	MAOB
DB09186	SLC6A4
DB09194	HTR2A
DB09194	HTR2C
DB09194	ADRA1A
DB09194	ADRA1B
DB09194	ADRA1D
DB09194	ADRA2A
DB09194	ADRA2B
DB09194	ADRA2C
DB09194	DRD2
DB09194	CHRM1
DB09194	CHRM2
DB09194	CHRM3
DB09194	CHRM4
DB09194	CHRM5
DB09195	HTR2A
DB09195	HTR2C
DB09195	ADRA1A
DB09195	ADRA1B
DB09195	ADRA1D
DB09195	ADRA2A
DB09195	ADRA2B
DB09195	ADRA2C
DB09195	HRH1
DB09195	SLC6A4
DB09198	PPARG
DB09201	PPARG
DB09202	ADRA1A
DB09202	ADRA1B
DB09202	ADRA1D
DB09202	ADRA2A
DB09202	ADRA2B
DB09202	ADRA2C
DB09204	ADRB1
DB09204	ADRB2
DB09204	ADRA1A
DB09204	ADRA1B
DB09204	ADRA1D
DB09207	DRD2
DB09207	DRD3
DB09209	OPRM1
DB09209	OPRK1
DB09209	OPRD1
DB09211	PTGER2
DB09211	PTGER1
DB09211	PTGER3
DB09211	PTGER4
DB09212	PTGS2
DB09212	PTGS1
DB09213	PTGS2
DB09213	PTGS1
DB09213	BCL2
DB09213	THBD
DB09213	PLAT
DB09213	FABP2
DB09213	PPARG
DB09213	CFTR
DB09213	SLC15A1
DB09213	PPARA
DB09213	GP1BA
DB09213	S100A7
DB09214	PTGS1
DB09214	PTGS2
DB09215	PTGS1
DB09215	PTGS2
DB09216	PTGS1
DB09216	PTGS2
DB09217	PTGS2
DB09220	ABCC9
DB09221	TNF
DB09221	IL6
DB09221	IL3
DB09221	FLT1
DB09221	NGF
DB09221	PDGFRB
DB09221	HSP90AA1
DB09221	HSP90AB1
DB09223	DRD2
DB09223	DRD3
DB09223	HTR2A
DB09224	DRD2
DB09225	DRD1
DB09225	DRD5
DB09225	DRD2
DB09225	HTR2A
DB09225	HTR7
DB09225	SLC6A2
DB09225	SLC6A4
DB09225	HTR6
DB09227	CACNA1C
DB09227	CACNA1G
DB09227	CACNA1H
DB09228	C1R
DB09228	C1S
DB09228	KLKB1
DB09228	F12
DB09228	F2
DB09228	F11
DB09228	PLAT
DB09229	CACNA1C
DB09229	CACNA1D
DB09229	CACNA1F
DB09229	CACNA1S
DB09229	ADRA1A
DB09229	ADRA1B
DB09229	ADRA1D
DB09229	ADRA2A
DB09229	ADRA2B
DB09229	ADRA2C
DB09229	CACNA1H
DB09230	CACNB1
DB09231	CACNA1C
DB09231	CACNA1D
DB09231	CACNA1F
DB09231	CACNA1S
DB09231	CACNB1
DB09231	CACNB2
DB09231	CACNB3
DB09231	CACNB4
DB09231	CACNA1A
DB09231	CACNA1B
DB09231	CACNA1G
DB09231	CACNA1H
DB09231	CACNA1I
DB09232	CACNA1B
DB09232	CACNA1C
DB09232	CACNA1D
DB09232	CACNA1F
DB09232	CACNA1S
DB09232	CACNB1
DB09232	CACNB2
DB09232	CACNB3
DB09232	CACNB4
DB09232	CACNA1A
DB09235	CACNA1I
DB09235	CACNA1C
DB09235	CACNA1C
DB09235	CACNA1D
DB09235	CACNA1F
DB09235	CACNA1S
DB09235	CACNB1
DB09235	CACNB2
DB09235	CACNB3
DB09235	CACNB4
DB09235	CACNG1
DB09235	CACNG2
DB09235	CACNG3
DB09235	CACNG4
DB09235	CACNG5
DB09235	CACNG6
DB09235	CACNG7
DB09235	CACNG8
DB09235	CACNA2D1
DB09235	CACNA2D2
DB09235	CACNA2D3
DB09235	CACNA2D4
DB09235	CACNA1C
DB09235	CACNA1D
DB09235	CACNA1F
DB09235	CACNA1S
DB09235	CACNB1
DB09235	CACNB2
DB09235	CACNB3
DB09235	CACNB4
DB09235	CACNA1B
DB09235	CACNA1A
DB09235	CACNA1E
DB09235	CACNA1G
DB09235	CACNA1H
DB09235	CACNA1I
DB09235	CACNA1G
DB09235	CACNA1H
DB09235	CACNA1I
DB09235	CACNA1G
DB09235	CACNA1H
DB09237	CACNA1C
DB09237	CACNA1D
DB09237	NOS3
DB09237	NOS2
DB09238	CACNA1C
DB09238	CACNA1D
DB09238	CACNA1F
DB09238	CACNA1S
DB09238	CACNB1
DB09238	CACNB2
DB09238	CACNB3
DB09238	CACNB4
DB09238	CACNA1A
DB09238	CACNA1G
DB09238	CACNA1H
DB09238	CACNA1I
DB09238	CACNA1G
DB09238	CACNA1H
DB09238	CACNA1I
DB09239	ADRA1A
DB09241	GUCY1A2
DB09241	NOS1
DB09242	ADRA2A
DB09242	NISCH
DB09244	MAOA
DB09244	HTR1A
DB09244	ADRA2A
DB09245	MAOA
DB09256	TYMS
DB09257	DPYD
DB09258	F10
DB09258	SERPINC1
DB09258	SERPIND1
DB09262	CHRM1
DB09262	CHRM2
DB09262	CHRM3
DB09265	GLP1R
DB09266	MRC1
DB09270	NDUFV3
DB09270	SDHA
DB09272	OPRM1
DB09272	OPRD1
DB09272	OPRK1
DB09273	PDE2A
DB09273	ADRB2
DB09273	ADORA2A
DB09274	EXP-1
DB09275	clpX
DB09279	AGTR1
DB09280	CFTR
DB09282	GUCY1A2
DB09283	PDE1A
DB09283	PDE1B
DB09283	PDE1C
DB09283	PDE10A
DB09283	PDE4A
DB09283	PDE4B
DB09283	PDE4C
DB09283	PDE4D
DB09283	PDE7B
DB09283	PDE2A
DB09283	PDE3A
DB09283	PDE3B
DB09283	PDE5A
DB09283	PDE6C
DB09283	PDE11A
DB09283	PDE7A
DB09283	PDE8A
DB09283	PDE8B
DB09283	PDE9A
DB09283	PDE6A
DB09283	PDE6B
DB09283	PDGFRB
DB09285	ALOX5
DB09285	PTGS2
DB09285	LTB4R
DB09285	TBXA2R
DB09286	DRD2
DB09286	HTR2A
DB09286	ADRA1A
DB09286	ADRA1B
DB09286	ADRA1D
DB09286	DRD4
DB09286	DRD1
DB09286	DRD3
DB09286	HTR2B
DB09286	ADRA2A
DB09288	PTGS1
DB09288	PTGS2
DB09288	TRPV1
DB09288	CNR1
DB09289	OPRM1
DB09289	GRIA1
DB09289	HTR1A
DB09289	DRD3
DB09290	HTR3A
DB09291	TACR1
DB09292	MME
DB09295	PTGS1
DB09295	PTGS2
DB09295	CLCNKA
DB09296	NS5A
DB09297	NS3/4A
DB09299	pol
DB09299	rt
DB09300	CHRM3
DB09300	CHRM2
DB09301	BDNF
DB09301	GDNF
DB09301	VEGFA
DB09301	CCL2
DB09302	PCSK9
DB09303	PCSK9
DB09304	ADRA2A
DB09304	ADRA2B
DB09304	ADRA2C
DB09304	HTR1A
DB09304	HTR1B
DB09304	HTR1D
DB09304	HTR1E
DB09304	HTR1F
DB09304	HTR2A
DB09304	HTR2B
DB09304	HTR2C
DB09304	HTR3A
DB09304	HTR3B
DB09304	HTR3C
DB09304	HTR3D
DB09304	HTR3E
DB09304	HTR4
DB09304	HTR6
DB09304	HTR7
DB09310	F13B
DB09317	ESR1
DB09318	ESR1
DB09324	blaZ
DB09327	DPYD
DB09327	TYMS
DB09329	VWF
DB09330	EGFR
DB09331	CD38
DB09332	F2
DB09332	F7
DB09332	F9
DB09332	F10
DB09332	PROC
DB09332	GGCX
DB09332	PROS1
DB09333	DIO3
DB09334	MC2R
DB09336	EPCAM
DB09336	MS4A1
DB09338	ALPL
DB09338	AQP1
DB09338	SLC16A1
DB09343	TYMP
DB09351	ADRB1
DB09363	SLC18A2
DB09369	ESR1
DB09371	ESR1
DB09371	AR
DB09371	SHBG
DB09389	PGR
DB09389	SRD5A1
DB09389	AR
DB09418	SLC5A5
DB09421	TRHR
DB09422	PPARA
DB09456	INSR
DB09456	IGF1R
DB09460	CA1
DB09460	CA2
DB09460	CA4
DB09460	CA9
DB09462	PPARD
DB09462	PLA2G2E
DB09462	ISYNA1
DB09462	ADH1B
DB09462	ITPR1
DB09462	PAEP
DB09462	NAGA
DB09462	ARF1
DB09462	PAPSS1
DB09462	mutL
DB09462	nrdB
DB09462	mutY
DB09462	TRDMT1
DB09462	GSTZ1
DB09472	CA2
DB09472	CA1
DB09477	ACE
DB09477	BDKRB1
DB09488	HRH1
DB09510	ureB
DB09513	ureB
DB09517	FTL
DB09517	HBB
DB09517	HBA1
DB09526	TYR
DB09526	CYSLTR1
DB09532	SCTR
DB09535	ESR1
DB09535	ESR2
DB09536	MARCO
DB09539	SREBF1
DB09552	ATP6V1C1
DB09555	HRH1
DB09559	EGFR
DB09564	INSR
DB09564	IGF1R
DB09568	DGAT2
DB09568	HSD17B10
DB09568	ECHS1
DB09568	HADH
DB09568	ELOVL4
DB09568	LPL
DB10770	FLT1
DB10770	IL6
DB10770	IL1R1
DB10770	TGFBR2
DB10770	FGF1
DB10770	IFNG
DB10770	FGFR2
DB10770	CSF2RA
DB10770	PDGFRB
DB10770	TGFB1
DB10770	TNF
DB10772	FGF1
DB10772	EGFR
DB10772	CSF2RA
DB10772	IL1B
DB10772	IL6
DB10772	IFNG
DB10772	PDGFRA
DB10772	TGFBR2
DB10772	TGFB1
DB10772	TNF
DB10772	VEGFA
DB10772	FGFR2
DB11059	SLC2A1
DB11064	PGR
DB11064	AR
DB11064	ESR1
DB11071	PTGS1
DB11071	PTGS2
DB11075	EPCAM
DB11077	ENPP1
DB11077	HTATIP2
DB11079	PTGS1
DB11079	PTGS2
DB11081	GLUD1
DB11085	TPO
DB11087	NR1I2
DB11090	KCNH2
DB11093	CASR
DB11093	CALR
DB11093	CIB1
DB11093	PDCD6
DB11093	SRI
DB11093	CHP1
DB11093	SPARC
DB11093	CANX
DB11093	FBN2
DB11093	S100B
DB11093	CASQ2
DB11093	RGN
DB11093	PEF1
DB11093	S100A6
DB11093	TPT1
DB11093	CIB2
DB11093	S100A13
DB11093	CASQ1
DB11093	NUCB1
DB11093	NUCB2
DB11093	CALM1
DB11093	FBN3
DB11093	GCA
DB11093	CADPS
DB11093	CALM2
DB11093	CALM3
DB11093	S100A16
DB11093	CALB2
DB11093	CAPS
DB11093	CADPS2
DB11093	CALR3
DB11093	NRXN1
DB11093	NCS1
DB11094	VDR
DB11094	GC
DB11113	PTGER3
DB11113	PTGER4
DB11120	MAPK1
DB11124	ADRA1A
DB11124	ADRA1B
DB11124	ADRA2A
DB11124	ADRA2B
DB11124	ADRA2C
DB11124	ADRB1
DB11124	ADRB2
DB11124	ADRA1D
DB11124	ADRB3
DB11130	OPRD1
DB11130	OPRK1
DB11130	OPRM1
DB11131	TRPV1
DB11132	MARCO
DB11133	PPARG
DB11133	PPARA
DB11133	SREBF1
DB11136	CYB5A
DB11148	CACNG1
DB11148	CACNG2
DB11148	CACNG3
DB11148	CACNG4
DB11148	CACNG5
DB11148	CACNG6
DB11148	CACNG7
DB11148	CACNG8
DB11148	CACNA2D1
DB11148	CACNA2D2
DB11148	CACNA2D3
DB11148	CACNA2D4
DB11148	CACNA1C
DB11148	CACNA1D
DB11148	CACNA1F
DB11148	CACNA1S
DB11148	CACNB1
DB11148	CACNB2
DB11148	CACNB3
DB11148	CACNB4
DB11148	CACNA1B
DB11148	CACNA1A
DB11148	CACNA1E
DB11148	CACNA1G
DB11148	CACNA1H
DB11148	CACNA1I
DB11148	KCNJ1
DB11148	KCNJ10
DB11148	KCNJ11
DB11148	KCNJ12
DB11148	KCNJ14
DB11148	KCNJ15
DB11148	KCNJ8
DB11148	TRPA1
DB11148	TRPV4
DB11155	fabI
DB11156	GPR35
DB11156	CHRM1
DB11157	KRT2
DB11157	KRT12
DB11157	MAPK8IP1
DB11160	Hrh1
DB11166	F2
DB11166	F10
DB11181	CHRM1
DB11181	CHRM2
DB11181	CHRM3
DB11181	CHRM4
DB11181	CHRM5
DB11186	SIGMAR1
DB11186	KCNH2
DB11186	SCN1A
DB11186	SCN10A
DB11186	SCN11A
DB11186	SCN2A
DB11186	SCN3A
DB11186	SCN4A
DB11186	SCN5A
DB11186	SCN7A
DB11186	SCN8A
DB11186	SCN9A
DB11186	OPRK1
DB11186	OPRM1
DB11193	TLR4
DB11195	xylA
DB11195	xylA
DB11195	xylA
DB11195	xylA
DB11201	PTGS1
DB11201	PTGS2
DB11217	TYR
DB11219	PGR
DB11219	AR
DB11219	ESR2
DB11219	ESR1
DB11221	SHBG
DB11235	HRH1
DB11235	CHRM1
DB11235	CHRM2
DB11235	CHRM3
DB11235	CHRM4
DB11235	CHRM5
DB11254	TOP1
DB11254	TGM2
DB11254	TYR
DB11263	PKM
DB11273	HTR1A
DB11273	HTR1B
DB11273	HTR1D
DB11273	HTR1E
DB11273	HTR1F
DB11273	HTR2A
DB11273	HTR2B
DB11273	HTR2C
DB11273	HTR3A
DB11273	HTR3B
DB11273	HTR3C
DB11273	HTR3D
DB11273	HTR3E
DB11273	HTR4
DB11273	HTR6
DB11273	HTR7
DB11273	ADRB1
DB11273	ADRB2
DB11273	ADRB3
DB11273	ADRA1A
DB11273	ADRA1B
DB11273	ADRA1D
DB11273	ADRA2A
DB11273	ADRA2B
DB11273	ADRA2C
DB11274	DRD2
DB11274	DRD1
DB11274	DRD5
DB11274	DRD3
DB11278	ADRB1
DB11278	ADRA2A
DB11278	ADRA1A
DB11278	ADRA1B
DB11278	ADRA1D
DB11278	ADRA2A
DB11278	ADRA2B
DB11278	ADRA2C
DB11278	ADRB1
DB11278	ADRB2
DB11278	ADRB3
DB11294	HLA-A
DB11294	HLA-DRA
DB11294	HLA-DRB3
DB11294	HLA-DRB4
DB11294	HLA-DRB5
DB11294	HLA-DRB1
DB11294	HLA-A
DB11294	HLA-B
DB11300	F11
DB11300	F13A1
DB11300	F13B
DB11300	FGA
DB11300	FGB
DB11300	FGG
DB11300	F5
DB11300	F8
DB11300	F2R
DB11300	F2RL3
DB11311	FGA
DB11311	FGB
DB11311	F13A1
DB11311	CPB2
DB11312	F5
DB11312	F8
DB11323	PTGS1
DB11323	PTGS2
DB11324	TRPV1
DB11327	NOS2
DB11327	PTGS2
DB11328	PROCR
DB11338	VCAM1
DB11338	CXCL10
DB11338	COL1A1
DB11338	CSF2RA
DB11345	TRPV1
DB11345	TRPV3
DB11345	TRPA1
DB11345	TRPM8
DB11348	CASR
DB11348	CALR
DB11348	CIB1
DB11348	PDCD6
DB11348	SRI
DB11348	CHP1
DB11348	SPARC
DB11348	CANX
DB11348	FBN2
DB11348	S100B
DB11348	CASQ2
DB11348	RGN
DB11348	PEF1
DB11348	S100A6
DB11348	TPT1
DB11348	CIB2
DB11348	S100A13
DB11348	CASQ1
DB11348	NUCB1
DB11348	NUCB2
DB11348	CALM1
DB11348	FBN3
DB11348	GCA
DB11348	CADPS
DB11348	CALM2
DB11348	CALM3
DB11348	S100A16
DB11348	CALB2
DB11348	CAPS
DB11348	CADPS2
DB11348	CALR3
DB11348	NRXN1
DB11348	NCS1
DB11359	ALB
DB11362	PTGIR
DB11363	ALK
DB11365	AQP3
DB11365	pol
DB11367	mrcB
DB11386	KCNH2
DB11397	TF
DB11397	BCHE
DB11421	CHRFAM7A
DB11425	AR
DB11429	AR
DB11431	GluClX
DB11447	AR
DB11455	PTGS2
DB11478	ESR1
DB11478	SHBG
DB11496	TPO
DB11541	ESR1
DB11560	SLC22A12
DB11560	SLC22A11
DB11564	INSR
DB11564	IGF1R
DB11567	INSR
DB11567	IGF1R
DB11568	INSR
DB11568	IGF1R
DB11569	IL17A
DB11571	F5
DB11571	F8
DB11571	F11
DB11571	F13A1
DB11571	F13B
DB11571	FGA
DB11571	FGB
DB11571	FGG
DB11572	F5
DB11572	F8
DB11572	FGA
DB11572	FGB
DB11572	FGG
DB11574	NS5A
DB11575	NS3/4A
DB11580	C5
DB11581	BCL2
DB11582	GABRA1
DB11582	GABRA2
DB11582	GABRA3
DB11582	GABRA4
DB11582	GABRA5
DB11582	GABRA6
DB11582	GABRB1
DB11582	GABRB2
DB11582	GABRB3
DB11582	GABRD
DB11582	GABRE
DB11582	GABRG1
DB11582	GABRG2
DB11582	GABRG3
DB11582	GABRP
DB11582	GABRQ
DB11582	GLRA1
DB11582	TNFSF11
DB11587	ADRB2
DB11588	MB
DB11590	MTR
DB11590	SLC7A11
DB11590	FXYD2
DB11591	HRH1
DB11595	CD274
DB11595	PDCD1
DB11596	glyA
DB11597	RHD
DB11598	SERPINC1
DB11601	TLR2
DB11604	tetX
DB11605	NR1H4
DB11605	NR1I2
DB11605	PPARA
DB11606	VWF
DB11607	VWF
DB11611	ITGAL
DB11613	NS5A
DB11614	PTAFR
DB11614	HRH1
DB11619	SHBG
DB11619	PGR
DB11619	NR3C1
DB11619	AR
DB11619	GNRHR
DB11619	ESR1
DB11623	MME
DB11626	TNFRSF1A
DB11626	TNFRSF1B
DB11632	COMT
DB11633	ERG11
DB11633	KCNH2
DB11633	CACNA1C
DB11633	KCNJ6
DB11633	KCNJ9
DB11633	KCNJ11
DB11633	KCNA5
DB11633	KCND3
DB11633	KCNQ1
DB11633	SCN5A
DB11635	ABCB1
DB11638	ACTG1
DB11638	ALDH7A1
DB11638	ANXA2
DB11638	ATP5A1
DB11638	ATP5L
DB11638	ATP5O
DB11638	CAST
DB11638	CCT3
DB11638	CFL1
DB11638	CLIC1
DB11638	CSRP1
DB11638	DPYSL2
DB11638	DSP
DB11638	EEF1A1
DB11638	ENO1
DB11638	FLNA
DB11638	FTO
DB11638	G6PD
DB11638	GAPDHS
DB11638	GPI
DB11638	HNRNPA2B1
DB11638	HNRNPD
DB11638	HNRNPK
DB11638	HP1BP3
DB11638	HSPB1
DB11638	IQGAP1
DB11638	KHSRP
DB11638	LDHA
DB11638	LDHB
DB11638	LGALS1
DB11638	MAP4
DB11638	MDH1
DB11638	NPEPPS
DB11638	PFN1
DB11638	PGK1
DB11638	PKM
DB11638	PPIA
DB11638	PRDX1
DB11638	RPL10
DB11638	RPL14
DB11638	RPL18
DB11638	RPL23A
DB11638	RPL35
DB11638	RPL4
DB11638	RPS13
DB11638	RPS17
DB11638	RPS18
DB11638	RPS19
DB11638	RPS28
DB11638	RPS5
DB11638	RPS6
DB11638	RPS8
DB11638	RPS9
DB11638	SF1
DB11638	SFPQ
DB11638	SNRPD2
DB11638	SRP14
DB11638	SRSF4
DB11638	TAGLN
DB11638	TAGLN2
DB11638	TPI1
DB11638	TPM1
DB11638	TUBA1A
DB11638	VIM
DB11638	ZYX
DB11638	HSPA8
DB11638	TUBB6
DB11638	TUBB4A
DB11638	TUBB
DB11638	ALDOA
DB11638	GAPDH
DB11638	CYCS
DB11638	PGAM1
DB11638	MYH9
DB11638	P4HB
DB11638	DDX5
DB11638	SHMT2
DB11638	DDX39B
DB11638	NPM1
DB11638	TCTP
DB11638	serca
DB11638	OAT
DB11638	MEF-1
DB11638	MDR1
DB11638	GAPDH
DB11638	H45
DB11638	LACZ
DB11638	ENO
DB11638	SERA5
DB11638	GBP
DB11638	ATP6
DB11638	vapA
DB11638	ACS3
DB11638	CRT
DB11638	MSP-1
DB11638	HK
DB11638	TPx1
DB11638	Sec31p
DB11638	RESA
DB11638	UAP56
DB11638	CPK4
DB11638	PKAr
DB11638	tlp1
DB11638	pdx1
DB11638	ALB
DB11639	BMPR2
DB11639	BMPR1A
DB11640	KCNA1
DB11641	TUBB
DB11642	HRH3
DB11642	KCNH2
DB11644	TTR
DB11652	ERBB2
DB11652	ERBB3
DB11653	MC1R
DB11653	MC4R
DB11653	MC3R
DB11653	MC5R
DB11653	MC2R
DB11660	PTGFR
DB11672	PPARG
DB11672	VDR
DB11672	ABCC5
DB11672	CBR1
DB11672	GSTP1
DB11674	ESR2
DB11674	SHBG
DB11676	L
DB11682	EGLN1
DB11682	EGLN2
DB11682	EGLN3
DB11689	MAP2K1
DB11689	MAP2K2
DB11691	OPRM1
DB11691	OPRD1
DB11691	OPRK1
DB11692	TACR3
DB11693	CAMLG
DB11693	PPP3R1
DB11693	PPP3R2
DB11697	JAK2
DB11697	FLT3
DB11699	HTR3A
DB11700	MC4R
DB11703	BTK
DB11712	CFTR
DB11714	CD274
DB11714	PDCD1
DB11718	BRAF
DB11718	CCND1
DB11723	DPP4
DB11726	CHRNA7
DB11730	CDK4
DB11730	CDK6
DB11731	TUBB
DB11731	EGFR
DB11731	CD19
DB11732	HTR1F
DB11737	EGFR
DB11738	ADRA2A
DB11740	WEE1
DB11745	CNR1
DB11751	pol
DB11752	PRKCA
DB11752	PRKCE
DB11752	CASP8
DB11752	PRKD1
DB11752	CD86
DB11752	PTGS2
DB11752	CCND1
DB11752	TNF
DB11752	Unc13b
DB11753	rpoB
DB11753	rpoA
DB11753	rpoC
DB11755	CNR1
DB11755	GPR55
DB11755	HTR1A
DB11755	TRPV2
DB11755	TRPM8
DB11755	TRPA1
DB11755	CNR2
DB11757	ADORA2A
DB11757	ADORA1
DB11758	CCR2
DB11760	PARP1
DB11760	PARP2
DB11761	SLC9A3
DB11764	BTK
DB11767	IL6R
DB11767	FCGR1A
DB11767	FCGR2A
DB11767	FCGR2B
DB11767	FCGR3A
DB11767	FCGR3B
DB11771	CTLA4
DB11772	PIK3CA
DB11781	NPEPPS
DB11781	LTA4H
DB11791	MET
DB11793	PARP1
DB11793	PARP2
DB11796	env
DB11799	pol
DB11799	pol
DB11800	FLT1
DB11800	KDR
DB11800	FLT4
DB11800	KIT
DB11800	PDGFRB
DB11800	FLT3
DB11800	PDGFRA
DB11800	PTK6
DB11800	TEK
DB11800	FGFR1
DB11800	MET
DB11811	PPARG
DB11817	JAK1
DB11817	JAK2
DB11817	JAK3
DB11817	TYK2
DB11823	GRIN1
DB11823	GRIN2A
DB11823	GRIN2B
DB11823	GRIN2C
DB11823	GRIN2D
DB11823	GRIN3A
DB11823	GRIN3B
DB11823	GRIN2B
DB11823	EEF2
DB11823	BDNF
DB11823	NTRK2
DB11827	SLC5A2
DB11828	EGFR
DB11830	HDAC1
DB11830	HDAC3
DB11830	HDAC2
DB11831	MGMT
DB11831	GSTP1
DB11834	IL23A
DB11837	CYP11B1
DB11837	CYP11B2
DB11840	IGF1R
DB11842	AGTR1
DB11850	MS4A1
DB11853	GNRHR
DB11854	env
DB11856	IGHE
DB11858	CYSLTR1
DB11858	CYSLTR2
DB11866	SOST
DB11886	FGFR1
DB11886	FGFR2
DB11886	FGFR3
DB11886	FGFR4
DB11901	AR
DB11901	GABRA1
DB11901	GABRA2
DB11901	GABRA3
DB11901	GABRA4
DB11901	GABRA5
DB11901	GABRA6
DB11901	GABRB1
DB11901	GABRB2
DB11901	GABRB3
DB11901	GABRD
DB11901	GABRE
DB11901	GABRG1
DB11901	GABRG2
DB11901	GABRG3
DB11901	GABRP
DB11901	GABRQ
DB11914	IL13
DB11914	IL13
DB11915	VMAT2
DB11921	NR3C1
DB11928	NPR2
DB11936	ACLY
DB11937	AHR
DB11937	GPR35
DB11938	OPRK1
DB11942	XPO1
DB11943	parC
DB11943	gyrA
DB11945	CD274
DB11945	PDCD1
DB11948	RBP3
DB11949	TACR1
DB11951	HCRTR1
DB11951	HCRTR2
DB11952	PIK3CG
DB11952	PIK3CD
DB11962	MTOR
DB11962	PIK3C3
DB11963	EGFR
DB11967	MAP3K1
DB11967	MAP2K2
DB11967	IL6
DB11967	TNF
DB11967	IL1B
DB11973	EGF
DB11973	EPHB4
DB11973	ERBB2
DB11976	IFNAR1
DB11978	SMO
DB11979	GNRHR
DB11986	NTRK1
DB11986	NTRK3
DB11986	ROS1
DB11986	NTRK2
DB11986	JAK2
DB11986	TNK2
DB11988	MS4A1
DB11994	NR1H3
DB11994	NR1H2
DB11994	ALOX5
DB11994	CYP1A2
DB11994	CYP3A4
DB11994	CYP3A43
DB11994	CYP3A5
DB11994	CYP3A7
DB11994	CYP2E1
DB11994	CYP2C9
DB11994	CYP2D6
DB11995	MPL
DB11995	ABCG2
DB11995	SLC22A8
DB12001	CDK4
DB12001	CDK6
DB12007	PPARA
DB12007	PPARG
DB12008	CHEK1
DB12010	SYK
DB12010	ADORA3
DB12010	VMAT2
DB12010	FAAH
DB12010	SLC29A1
DB12010	UGT1A1
DB12010	PDE5A
DB12010	ALOX5
DB12010	CTSS
DB12010	CTSL
DB12010	ABL1
DB12010	CPK1
DB12010	pknB
DB12010	RPS6KA6
DB12010	TYK2
DB12010	COQ8A
DB12010	JAK1
DB12010	MET
DB12010	NIM1K
DB12010	STK26
DB12010	PRKACA
DB12010	STK24
DB12010	STK3
DB12010	TEC
DB12010	STK33
DB12010	STK35
DB12010	STK36
DB12010	STK38
DB12010	STK38L
DB12010	STK39
DB12010	TAOK1
DB12010	TAOK2
DB12010	TAOK3
DB12010	TBK1
DB12010	TEK
DB12010	TESK1
DB12010	TGFBR1
DB12010	TGFBR2
DB12010	TIE1
DB12010	TLK1
DB12010	TLK2
DB12010	TNIK
DB12010	TNK1
DB12010	TNK2
DB12010	TNNI3K
DB12010	TSSK1B
DB12010	TTK
DB12010	TXK
DB12010	TYRO3
DB12010	ULK1
DB12010	ULK2
DB12010	ULK3
DB12010	WEE1
DB12010	YES1
DB12010	MAP3K19
DB12010	ZAK
DB12010	ZAP70
DB12010	AAK1
DB12010	ABL2
DB12010	ACVR1
DB12010	ACVR1B
DB12010	COQ8B
DB12010	ALK
DB12010	ANKK1
DB12010	AURKA
DB12010	AURKB
DB12010	AURKC
DB12010	AXL
DB12010	BLK
DB12010	BMP2K
DB12010	BMPR1B
DB12010	BMPR2
DB12010	BMX
DB12010	BRAF
DB12010	BTK
DB12010	CAMK1
DB12010	CAMK1D
DB12010	CAMK1G
DB12010	CAMK2A
DB12010	CAMK2B
DB12010	CAMK2D
DB12010	CAMK2G
DB12010	CAMKK1
DB12010	CAMKK2
DB12010	CASK
DB12010	CSN3
DB12010	CDK1
DB12010	CDC42BPG
DB12010	CDK4
DB12010	CDKL1
DB12010	CDKL2
DB12010	CHEK1
DB12010	CHEK2
DB12010	CIT
DB12010	CLK1
DB12010	CLK2
DB12010	CLK3
DB12010	CLK4
DB12010	CSF1R
DB12010	CSK
DB12010	CSNK1A1
DB12010	CSNK2A1
DB12010	CSNK2A2
DB12010	DAPK1
DB12010	DAPK2
DB12010	DAPK3
DB12010	DCLK1
DB12010	DCLK2
DB12010	DCLK3
DB12010	DDR1
DB12010	DDR2
DB12010	DYRK1A
DB12010	DYRK1B
DB12010	EGFR
DB12010	EIF2AK1
DB12010	EIF2AK2
DB12010	EIF2AK4
DB12010	EPHA1
DB12010	EPHA2
DB12010	EPHA3
DB12010	EPHA4
DB12010	EPHA5
DB12010	EPHA6
DB12010	EPHA7
DB12010	EPHA8
DB12010	EPHB1
DB12010	EPHB2
DB12010	EPHB4
DB12010	EPHB6
DB12010	ERBB2
DB12010	ERBB4
DB12010	ERN1
DB12010	FER
DB12010	FES
DB12010	FGFR1
DB12010	FGFR2
DB12010	FGFR3
DB12010	FGR
DB12010	FLT1
DB12010	FLT3
DB12010	FLT4
DB12010	MTOR
DB12010	FRK
DB12010	FYN
DB12010	GAK
DB12010	GSK3A
DB12010	GSK3B
DB12010	HCK
DB12010	HIPK2
DB12010	HIPK3
DB12010	ICK
DB12010	IKBKB
DB12010	IKBKE
DB12010	INSR
DB12010	INSRR
DB12010	IRAK1
DB12010	IRAK3
DB12010	IRAK4
DB12010	ITK
DB12010	JAK2
DB12010	JAK3
